epoch,lr,train_loss_avg,val_loss,val_mae,val_rmse,epoch_time_sec,gpu_mem_peak_mb
1,0.0001,26.055768847465515,21.326627487182616,21.326627731323242,25.445486403688818,9.647332906723022,4122.57861328125
2,0.0001,18.51849690824747,14.758660466512044,14.758661270141602,19.51054214733185,8.961236476898193,4122.57861328125
3,0.0001,11.732533492147923,9.548399119059244,9.548399925231934,13.026089824397852,9.002606868743896,4122.57861328125
4,0.0001,7.057476907968521,6.9160615259806315,6.9160614013671875,9.946359200246693,9.041274785995483,4122.57861328125
5,0.0001,5.247834591194987,5.1284268226623535,5.128426551818848,7.213221426969519,9.143070697784424,4122.57861328125
6,0.0001,4.663577003404498,5.732404014587402,5.732403755187988,8.435186676510373,9.175335884094238,4122.57861328125
7,0.0001,4.380726490169764,4.655437789916992,4.65543794631958,6.930415754961682,9.166046142578125,4122.57861328125
8,0.0001,3.904925238341093,5.144715770721436,5.144715785980225,7.48701650239785,9.289564371109009,4122.57861328125
9,0.0001,3.866741308942437,4.534800238291423,4.534800052642822,6.714628721015331,9.39807915687561,4122.57861328125
10,0.0001,3.6641083657741547,4.476583773930868,4.476583957672119,6.618061678993548,9.07438588142395,4122.57861328125
11,5e-05,3.4065300403162837,4.221628992716472,4.2216291427612305,6.4466381212540735,9.369551420211792,4122.57861328125
12,5e-05,3.1542134070768952,4.263533476511637,4.263533592224121,6.326222828503506,9.06263518333435,4122.57861328125
13,5e-05,3.115483100526035,4.472178243001302,4.4721784591674805,6.410460935019732,9.140846967697144,4122.57861328125
14,5e-05,2.8168212873861194,4.210842530568441,4.210842609405518,6.463982488419635,9.145058155059814,4122.57861328125
15,5e-05,2.9883966566994786,4.255833299001058,4.255833148956299,6.458109041646698,9.246159315109253,4122.57861328125
16,5e-05,2.8540998939424753,4.483337032953898,4.483336925506592,6.847270460734786,9.230047464370728,4122.57861328125
17,5e-05,2.692224091850221,4.27761461130778,4.277614593505859,6.430505007642892,9.273613214492798,4122.57861328125
18,5e-05,2.706390865147114,4.334547950108846,4.334547996520996,6.668498772963055,9.40564250946045,4122.57861328125
19,5e-05,2.7146515659987926,4.167803306579589,4.1678032875061035,6.313527240830052,9.177146196365356,4122.57861328125
20,5e-05,2.5633232705295086,4.282736428578695,4.282736301422119,6.458824319531859,9.296452283859253,4122.57861328125
21,2.5e-05,2.3653391101397574,4.409862515131633,4.409862518310547,6.7917879557944545,8.99480652809143,4122.57861328125
22,2.5e-05,2.3255494087934494,4.1589396330515545,4.158939838409424,6.3875569857987315,9.22183084487915,4122.57861328125
23,2.5e-05,2.4105994598940015,4.224853802363078,4.224853992462158,6.3819742387701766,9.019491910934448,4122.57861328125
24,2.5e-05,2.324449425563216,4.171296157201131,4.171296119689941,6.436987699104895,9.264798641204834,4122.57861328125
25,2.5e-05,2.1577330506406724,4.291566705067953,4.291566371917725,6.605591468866694,8.992897510528564,4122.57861328125
26,2.5e-05,2.125096324365586,4.274101756413778,4.274101734161377,6.402536795442272,9.020136594772339,4122.57861328125
27,2.5e-05,2.0361195830628276,4.176317560831706,4.1763176918029785,6.426300677144387,9.214166402816772,4122.57861328125
28,2.5e-05,2.039703176356852,4.141942498524983,4.141942501068115,6.331721585965976,9.489275932312012,4122.57861328125
29,2.5e-05,2.0208024866878986,4.160955819447835,4.160955905914307,6.271412599830636,9.356731176376343,4122.57861328125
30,2.5e-05,1.9491297909989953,4.159475995381674,4.159475803375244,6.425605822548375,9.298957824707031,4122.57861328125
31,1.25e-05,1.8062115162611008,4.098285744349162,4.098285675048828,6.302032251912901,9.27285361289978,4122.57861328125
32,1.25e-05,1.7546334438957274,4.162205984751384,4.162206172943115,6.458816641494575,9.272759199142456,4122.57861328125
33,1.25e-05,1.7490721396170557,4.236711452484131,4.236711502075195,6.610035243322742,9.141953229904175,4122.57861328125
34,1.25e-05,1.6930779442191124,4.171283065160115,4.17128324508667,6.478447026788615,9.075361013412476,4122.57861328125
35,1.25e-05,1.6415021712891757,4.215612889607748,4.215612888336182,6.437426520363407,9.174109697341919,4122.57861328125
36,1.25e-05,1.6644869977608323,4.263916478474935,4.263916492462158,6.5619785646636695,9.052692651748657,4122.57861328125
37,1.25e-05,1.530664721969515,4.147414211908976,4.147414207458496,6.366261196040494,9.021709680557251,4122.57861328125
38,1.25e-05,1.5589001034386456,4.207648404439291,4.207648277282715,6.4934683040139936,8.995963096618652,4122.57861328125
39,1.25e-05,1.5342431361787021,4.112507991790771,4.112508296966553,6.346655870690233,9.364772081375122,4122.57861328125
40,1.25e-05,1.5198733657598495,4.203862794876098,4.20386266708374,6.386352901887835,9.276201963424683,4122.57861328125
41,6.25e-06,1.4414616948924959,4.147566212972005,4.147566318511963,6.423009470581504,9.315171480178833,4122.57861328125
42,6.25e-06,1.439456450752914,4.1448575763702395,4.144857406616211,6.375388937660612,8.99707579612732,4122.57861328125
43,6.25e-06,1.387707815039903,4.1325679219563805,4.132567882537842,6.387617602077562,9.227139234542847,4122.57861328125
44,6.25e-06,1.3781178379431367,4.135020685195923,4.135020732879639,6.3850888473554575,9.172837257385254,4122.57861328125
