epoch,lr,train_loss_avg,val_loss,val_mae,val_rmse,epoch_time_sec,gpu_mem_peak_mb
1,0.0001,13.440207753547899,8.250896216710409,8.250896453857422,11.663982700246114,1482.6233813762665,0.0
